,filename,Article_ID,#1,Datum,Naam,Straat,Huisnummer,Plaats,Foto reguliere schap,Foto schapkaart,Prijs
228,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_203738,VAATWASTABLETTEN 40 STUKS,2020-09-12 15:28:59.130,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247110/0341e82e733fbf572d9b05a44cc5e145.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247111/592715bb352af6c2552bc869b1dab845.jpg,"2,99"
229,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_203738,VAATWASTABLETTEN 40 STUKS,2020-09-13 11:15:36.182,Aldi,Uitslagsweg,95,Hengelo (Ov.),https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248478/6cff9f0b422868e8f23e3da27bd08fa0.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248485/ae5f65905908d674a6d2bec1fca15f73.jpg,"2,79"
230,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_240868,ROOMKAAS KRUIDEN 150G,2020-09-12 15:04:38.151,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246986/367f9fee390ac24e371d2d6a7cde3896.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246987/3a4d241b03f3e4864b934c2b12371410.jpg,"0,69"
231,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_240868,ROOMKAAS KRUIDEN 150G,2020-09-13 10:31:22.159,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248376/371d6f6283f981f9b533ee5e2d734f96.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248375/402925672c505186ead2fa7870b55735.jpg,"0,69"
232,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_240884,MET KRUIDENBOTER BAGUETTE 175G,2020-09-12 15:04:38.151,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246988/6e0c83fa75865dd82088a21bfb38b704.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246989/bf9e9ee7a76a34e0ff15178f3d914297.jpg,"0,50"
233,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_240884,MET KRUIDENBOTER BAGUETTE 175G,2020-09-13 10:31:22.159,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248373/5cc4f44757a77ca09282f1d903c93b7a.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248372/9d99d0c456895c64f582acdee252e7df.jpg,"0,49"
234,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_245382,MAGERE SPEKREEPJES 2X150G,2020-09-12 15:04:38.151,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246990/ac9a29e3e94ec7c27eb9cb46a70429ac.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246991/966bec0b7fb8b8700524fdd3cfdc5fc1.jpg,"2,69"
235,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_245382,MAGERE SPEKREEPJES 2X150G,2020-09-13 10:31:22.159,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248371/df5b862fd18f35aa7d4a5177840a4e2a.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248370/cf9976eddfc596fac175d9d0b02122e0.jpg,"2,69"
236,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_255410,HALFVOLLE MELK 2L,2020-09-12 15:04:38.151,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246992/a25c0651c5ebf0a92f5ab696f706aa19.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246993/5f535794c675e64a7ba254ae7a9192f7.jpg,"1,65"
237,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_255410,HALFVOLLE MELK 2L,2020-09-13 10:31:22.159,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248369/14cba38134d01273bee128fd5ea0658a.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248368/575b99964895b622da3cb2e1c19e20b9.jpg,"1,65"
238,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_294277,GRIEKSE YOGHURT 1kg,2020-09-12 15:04:38.151,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246994/96a8acf0d666cccdae6510e900654e5c.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246995/32bbc1ba2de5bc5076dc1992706bb71d.jpg,"1,69"
239,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_294277,GRIEKSE YOGHURT 1kg,2020-09-13 10:31:22.159,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248367/a97585fc21712eaf9d87ada31ebb6fbd.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248366/c69f43d7a9621061b92d4c5e5652163b.jpg,"1,69"
240,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_331226,MILD/PIKANT GERASPTE KAAS 150G,2020-09-12 15:04:38.151,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247000/2c35710d8d9901c7ae427e53c927001f.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247001/ecced62c317150b558ed166fb4ec0de3.jpg,"1,59"
241,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_331226,MILD/PIKANT GERASPTE KAAS 150G,2020-09-13 10:31:22.159,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248365/5b2ba8fa0da8d296824ca56d2bd87c71.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248364/c2dedcc611283afa953d59e83bffe8e0.jpg,"1,59"
242,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_344056,JONGE GOUDSE KAAS 48+ 400G,2020-09-12 15:04:38.151,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246996/7979cf449b7a14ebbc152f2ecf58dbb6.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247002/39e45a7df8c62d901238a21302791eb7.jpg,"2,99"
243,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_344056,JONGE GOUDSE KAAS 48+ 400G,2020-09-13 10:31:22.159,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248362/850679937ba59054369df8a489f22008.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248360/e5d430492d694bee29f785c1e9a77f75.jpg,"3,09"
244,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_344057,GOUDSE JONG BELEGEN 48+ 400G,2020-09-12 15:04:38.151,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247003/dad49d9447fe9c3a118cbba4450a5bdf.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246997/9631afe569637bc66e66ec1ae571450b.jpg,"3,09"
245,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_344057,GOUDSE JONG BELEGEN 48+ 400G,2020-09-13 10:31:22.159,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248356/5784d105ddeb57e7fdf38550c56dcdc8.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248353/d5d492fe88d610fac39841d8d6b105c6.jpg,"2,99"
246,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_360791,BAKKERSSPECULAAS 450 G,2020-09-12 15:04:38.151,Aldi,Paletplein,1,Tilburg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246998/627196f5805da76f67a82c2df411b8d5.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246999/29d8c37cbe4ff218e3652a9b2cca90b2.jpg,"0,89"
247,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,al_360791,BAKKERSSPECULAAS 450 G,2020-09-13 10:31:22.159,Aldi,Dikkersplein,11,Hengelo,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248358/0512c04964ffb6a4c4a59577f3bec863.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10248374/9698d2c4089f6a2b0901f0c652209d6c.jpg,"0,89"
248,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_104508,Milbona Koffiemelk halfvol,2020-09-12 10:52:39.906,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246159/33e60b164f753da5f19c2d52cf529541.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246168/e34c3d59e488556b3861ed3a4cb81944.jpg,"0,99"
249,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_104508,Milbona Koffiemelk halfvol,2020-09-12 13:21:44.646,Lidl,Zuiderweg,44,Hoogkerk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246517/733f6ed3f7ec847bf40be317c73a1a49.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246524/9467b4f52a2b00b23d879caf6e2b826f.jpg,"0,67"
250,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_105649,Belbake Kristalsuiker,2020-09-12 10:52:39.906,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246154/ace47b78ddad8f9d915fcee7d08175d1.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246164/f3259c28cc3c4aaacb9ffa4fbd59205e.jpg,"0,75"
251,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_105649,Belbake Kristalsuiker,2020-09-12 13:21:44.646,Lidl,Zuiderweg,44,Hoogkerk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246513/cce1822e375e5c5ae985a425390c96e4.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246520/380f30b7a071229c1f2f8b7aeb5814f1.jpg,"0,75"
252,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_107259,Nutella Hazelnootpasta met Cacao 400 g,2020-09-12 10:52:39.906,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246175/355b1c12977f25925fb05fc487181e77.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246157/177e2ddf51fc83a0801507b6c86e4ea5.jpg,0
253,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_107259,Nutella Hazelnootpasta met Cacao 400 g,2020-09-12 13:21:44.646,Lidl,Zuiderweg,44,Hoogkerk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246531/0c8e41366021ac44ef9381869ad21a76.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246515/5527412b51288b7c173ec29e67f29da4.jpg,0
254,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_115892,Combino Macaroni vlugkokend 500g,2020-09-12 10:52:39.906,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246171/844899729a794a7032b159866ef4df73.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246177/253988472a56dc60a66b40140c1504da.jpg,"0,49"
255,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_115892,Combino Macaroni vlugkokend 500g,2020-09-12 13:21:44.646,Lidl,Zuiderweg,44,Hoogkerk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246527/d23d36dd8dfe065f5b71f938207de81a.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246533/6b00cf3d8cb0be9c289978544e5b31ab.jpg,"0,49"
256,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_119995,Freshona Appelmoes 720ml,2020-09-12 10:52:39.906,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246166/6158ba1bc3f33bd0a7f3d611f3df0ded.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246173/7d4af9cb084c6a7de07038fca2799612.jpg,"0,66"
257,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_119995,Freshona Appelmoes 720ml,2020-09-12 13:21:44.646,Lidl,Zuiderweg,44,Hoogkerk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246522/25a25f62a91a5abe9ed23ea496422d5f.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246529/c496084257253e03242b6b65a1966306.jpg,"0,66"
258,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_130389,HELA CURRY 800ML,2020-09-12 10:52:39.906,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246160/7ecd11c3e3122f235b41dfecc0c00a81.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246169/74233b0eceb93dd1eab4f0436e66ab87.jpg,0
259,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_130389,HELA CURRY 800ML,2020-09-12 13:21:44.646,Lidl,Zuiderweg,44,Hoogkerk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246518/d0a4eec8d30dc9a6f8871bf2bd997b8e.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246525/bb52c09eb4aa35fc475ddfcd5d8df214.jpg,0
260,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_134669,KANIA Azijn 1.5L,2020-09-12 10:52:39.906,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246156/71688eed7e1113d3f61f791e17c8b54b.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246165/7f7547a4a9cb33118eb6d869fbb15dcc.jpg,"0,54"
261,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_134669,KANIA Azijn 1.5L,2020-09-12 13:21:44.646,Lidl,Zuiderweg,44,Hoogkerk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246514/2e9c18dca09dc8232f9d5390a4f1c0bd.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246521/4f3fda97430df95ce0d3b685f91b59c2.jpg,"0,54"
262,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_135840,Milbona Magere Franse Kwark 500g,2020-09-12 10:52:39.906,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246176/129c7bfd9cd34bdcfad5544652e6851e.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246158/99e4e5de1ac749accca3de0e9116c6e3.jpg,"0,69"
263,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_135840,Milbona Magere Franse Kwark 500g,2020-09-12 13:21:44.646,Lidl,Zuiderweg,44,Hoogkerk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246532/ea9d19dbd1b400dd246e136ed9d3f92a.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246516/55fe9566fb30e9ed4cb46564a8c05b29.jpg,"0,69"
264,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_138665,Blue Band Voor de keuken 250 Gram,2020-09-12 10:52:39.906,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246172/50a835cb36927bc49c7f9d68d370acc6.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246178/51093573b69e61a93b2fc5cf47d33378.jpg,0
265,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_138665,Blue Band Voor de keuken 250 Gram,2020-09-12 13:21:44.646,Lidl,Zuiderweg,44,Hoogkerk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246528/cba8177963c2e1efafa489ef2a054b09.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246534/c0f5e512894495eb048dd09b1336f7ed.jpg,0
266,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_141623,Milbona halfvolle weidemelk 1L,2020-09-12 10:52:39.906,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246167/8c7bf01e4aa7ba60e10aa37fd50b1179.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246174/b4b488c8f5227d5aac9f8f36c72fd81c.jpg,"0,85"
267,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_141623,Milbona halfvolle weidemelk 1L,2020-09-12 13:21:44.646,Lidl,Zuiderweg,44,Hoogkerk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246523/f2fd576d21999c89cc46f47bebaf1dd3.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246530/e96a0ba37df9583735e0ca2ab6c74cf4.jpg,"0,95"
268,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_141625,MILBONA VOLLE WEIDEMELK 1L,2020-09-12 10:52:39.906,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246162/576d9021c45581474036b030cb88ddd8.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246170/9048192c96fe35482aaf4c25408a39f8.jpg,"0,95"
269,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_141625,MILBONA VOLLE WEIDEMELK 1L,2020-09-12 13:21:44.646,Lidl,Zuiderweg,44,Hoogkerk,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246519/a56912f79be3d80771d66c86aef6be53.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246526/a509e2ca3226e0f90deda39d496dcb86.jpg,"0,99"
270,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_144538,RIVERCOTE BESCHUIT NATUREL 125 GR,2020-09-12 10:51:01.355,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246110/8754fd9a538638807dbbe5e7f8b19b54.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246125/88839551e8002abf3c54a32eb69baae6.jpg,"0,35"
271,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_144538,RIVERCOTE BESCHUIT NATUREL 125 GR,2020-09-12 15:53:28.431,Lidl,Rijksweg,129,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247217/0d65bde4619cd073df4cfed94e74ab1f.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247224/5fc36ae9badd807538358a19e77ad7ad.jpg,"0,35"
272,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_154283,M&M's Pinda bitesizes 440 Gram,2020-09-12 10:51:01.355,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246105/b664ab95ae13032fc9e999ded2c5133e.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246121/1e3d87abb0cdcaf3d08d3cebb8ca7214.jpg,0
273,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_154283,M&M's Pinda bitesizes 440 Gram,2020-09-12 15:53:28.431,Lidl,Rijksweg,129,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247212/628b674d5413291885b317b287eb2e32.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247220/7111ff51037e7b03908a7ccea1d72424.jpg,0
274,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_156836,Snacks day Chips naturel 250g,2020-09-12 10:51:01.355,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246132/d68f5db504ff5a0b650c168ea098947d.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246108/49c85975055f9232491e82d610281fbb.jpg,"0,92"
275,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_156836,Snacks day Chips naturel 250g,2020-09-12 15:53:28.431,Lidl,Rijksweg,129,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247231/819c8b3b4273ab3ada3e082bdea8d72f.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247215/a4ac87936f4f7c839174ee8b4832bbe9.jpg,"0,92"
276,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_156842,Snacks day Chips paprika 250g,2020-09-12 10:51:01.355,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246128/dca944ccb8da628c47d494e2f998a99d.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246134/247793fdff01681792e3e5d8cc058994.jpg,"0,92"
277,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_156842,Snacks day Chips paprika 250g,2020-09-12 15:53:28.431,Lidl,Rijksweg,129,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247227/bdf75b8eaa12efb268a5110163ee3c3f.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247233/3ad85917d13e19f06050a0d599c0f94a.jpg,"0,92"
278,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_163115,Saskia bronwater 6x0.5l,2020-09-12 10:51:01.355,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246123/764a2c7b5443d447ff8ff6b481e31725.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246130/a4b83552b35a5db19e82255f5f822b2f.jpg,"0,95"
279,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_163115,Saskia bronwater 6x0.5l,2020-09-12 15:53:28.431,Lidl,Rijksweg,129,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247222/af1c275605cdef63ced0dd9967473d83.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247229/1581394baf211a2c2bfee8d69ebdae73.jpg,"0,95"
280,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_163116,Saskia Mineraalwater bruiend 6x0.5l,2020-09-12 10:51:01.355,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246111/da4428a7274f6bc4e68eadc336eca1b9.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246126/5359e7fb0a77b80a4475c40375dcfdb2.jpg,"0,95"
281,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_163116,Saskia Mineraalwater bruiend 6x0.5l,2020-09-12 15:53:28.431,Lidl,Rijksweg,129,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247218/a25281be4ec39d2171c1f03e7ff62772.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247225/f53fefd78861bef1bc6f1b675180a23d.jpg,"0,95"
282,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_166186,Harvest Basket patat geschikt voor frituur 2.5kg,2020-09-12 10:51:01.355,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246107/2cc1f275ed6db3327da3b064c30a276d.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246122/e35dc400fa9eb840301a1724a57cd0ed.jpg,"1,99"
283,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_166186,Harvest Basket patat geschikt voor frituur 2.5kg,2020-09-12 15:53:28.431,Lidl,Rijksweg,129,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247214/836bfd8669b65d4aec5b1854256e8e7c.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247221/4644b367f979e32be27080ade0ba9393.jpg,0
284,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_167214,Ocean sea Wilde zalmfilet MSC 250g,2020-09-12 10:51:01.355,Lidl,Siersteenlaan,430,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246133/608a954402fbfeebbc9bb589c84b4dbf.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10246109/bfd16e751b0315b5ed0338ec89c7c3f3.jpg,"2,34"
285,SmartPRICE meting - Prijsmetingen - (zonder vervangend product) - wk 37.xlsx,li_167214,Ocean sea Wilde zalmfilet MSC 250g,2020-09-12 15:53:28.431,Lidl,Rijksweg,129,Groningen,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247232/9b310eb273dbcb5108143acc32b06700.jpg,https://smartspotter-images.s3.amazonaws.com/uploads/photo_upload/2020-09/10247216/ac6616b2c7d814b8ea5766989418728e.jpg,0
